inst#,actual,predicted,error,prediction,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
1480,2:bad,2:bad,,1,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8
1481,1:good,1:good,,0.974,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2
1482,1:good,1:good,,0.974,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
1483,2:bad,2:bad,,0.993,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4
1484,2:bad,2:bad,,0.993,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6
1485,2:bad,2:bad,,0.993,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4
1486,2:bad,2:bad,,0.889,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9
1487,1:good,1:good,,0.951,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3
1488,2:bad,2:bad,,1,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4
1489,2:bad,2:bad,,1,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4
1490,2:bad,2:bad,,1,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9
1491,2:bad,2:bad,,0.993,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7
1492,2:bad,2:bad,,1,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5
1493,2:bad,2:bad,,0.993,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4
1494,2:bad,2:bad,,1,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6
1495,1:good,1:good,,0.951,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6
1496,2:bad,2:bad,,1,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4
1497,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1498,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1499,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1500,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1501,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1502,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1503,1:good,1:good,,0.938,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
1504,2:bad,2:bad,,0.993,7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7
1505,1:good,1:good,,1,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11
1506,2:bad,2:bad,,1,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8
1507,2:bad,2:bad,,0.683,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8
1508,1:good,1:good,,0.951,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5
1509,2:bad,2:bad,,1,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6
1510,2:bad,2:bad,,0.993,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8
1511,2:bad,2:bad,,0.993,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8
1512,1:good,1:good,,1,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3
1513,2:bad,2:bad,,0.97,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4
1514,1:good,1:good,,1,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
1515,1:good,1:good,,1,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
1516,2:bad,2:bad,,0.993,6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4
1517,2:bad,2:bad,,0.993,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4
1518,1:good,1:good,,1,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
1519,2:bad,2:bad,,0.993,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4
1520,2:bad,2:bad,,1,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12
1521,1:good,1:good,,0.971,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
1522,1:good,1:good,,0.971,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
1523,1:good,1:good,,0.971,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
1524,1:good,1:good,,1,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3
1525,2:bad,2:bad,,0.97,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7
1526,2:bad,2:bad,,0.993,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4
1527,1:good,1:good,,1,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3
1528,1:good,1:good,,0.971,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
1529,2:bad,2:bad,,1,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12
1530,2:bad,2:bad,,1,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8
1531,1:good,2:bad,+,0.683,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4
1532,1:good,1:good,,0.875,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7
1533,2:bad,2:bad,,1,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9
1534,1:good,1:good,,1,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
1535,2:bad,2:bad,,0.97,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6
1536,2:bad,2:bad,,1,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9
1537,2:bad,2:bad,,1,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7
1538,2:bad,2:bad,,1,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9
1539,2:bad,2:bad,,1,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7
1540,2:bad,2:bad,,1,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6
1541,2:bad,2:bad,,1,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7
1542,2:bad,2:bad,,1,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3
1543,1:good,1:good,,1,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1
1544,1:good,2:bad,+,0.969,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9
1545,2:bad,2:bad,,0.92,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3
1546,2:bad,2:bad,,0.993,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5
1547,2:bad,2:bad,,0.993,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3
1548,1:good,1:good,,0.951,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9
1549,2:bad,2:bad,,0.993,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7
1550,2:bad,2:bad,,0.971,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4
1551,2:bad,2:bad,,1,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1
1552,2:bad,1:good,+,0.833,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10
1553,1:good,1:good,,0.974,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1
1554,1:good,1:good,,0.971,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3
1555,1:good,1:good,,1,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2
1556,1:good,1:good,,0.951,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5
1557,2:bad,2:bad,,0.971,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3
1558,1:good,1:good,,0.951,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9
1559,1:good,1:good,,1,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2
1560,2:bad,2:bad,,0.993,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3
1561,1:good,1:good,,0.951,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9
1562,1:good,1:good,,0.951,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9
1563,1:good,1:good,,1,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5
1564,1:good,1:good,,1,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3
1565,1:good,1:good,,1,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3
1566,2:bad,2:bad,,0.993,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6
1567,2:bad,2:bad,,0.993,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6
1568,1:good,1:good,,1,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2
1569,2:bad,2:bad,,1,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2
1570,2:bad,2:bad,,0.683,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8
1571,1:good,1:good,,0.974,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5
1572,2:bad,2:bad,,1,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
1573,2:bad,2:bad,,1,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
1574,2:bad,2:bad,,1,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
1575,2:bad,2:bad,,1,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
1576,2:bad,2:bad,,1,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9
1577,2:bad,2:bad,,1,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9
1578,2:bad,2:bad,,1,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10
1579,2:bad,2:bad,,0.92,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1
1580,2:bad,2:bad,,1,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9
1581,1:good,1:good,,1,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12
1582,2:bad,2:bad,,1,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3
1583,1:good,1:good,,0.951,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3
1584,2:bad,2:bad,,1,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5
1585,1:good,1:good,,0.974,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4
1586,2:bad,2:bad,,0.993,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2
1587,2:bad,2:bad,,0.993,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7
1588,2:bad,2:bad,,0.993,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10
1589,1:good,1:good,,0.974,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4
1590,1:good,1:good,,1,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8
1591,2:bad,2:bad,,0.993,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3
1592,1:good,1:good,,0.951,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4
1593,2:bad,2:bad,,0.993,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3
1594,1:good,1:good,,0.951,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8
1595,1:good,1:good,,0.974,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8
1596,1:good,1:good,,0.974,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8
1597,1:good,1:good,,0.974,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9
1598,2:bad,2:bad,,0.882,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6
1599,2:bad,2:bad,,0.971,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2
1600,2:bad,2:bad,,1,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2
1601,2:bad,2:bad,,0.993,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7
1602,2:bad,2:bad,,1,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7
1603,2:bad,2:bad,,1,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7
1604,1:good,2:bad,+,0.889,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8
1605,1:good,1:good,,0.951,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1
1606,1:good,1:good,,0.951,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5
1607,1:good,1:good,,1,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7
1608,1:good,1:good,,1,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7
1609,1:good,1:good,,1,7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6
1610,1:good,1:good,,0.951,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5
1611,2:bad,2:bad,,0.727,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4
1612,2:bad,2:bad,,0.969,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2
1613,2:bad,2:bad,,1,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1
1614,2:bad,2:bad,,1,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1
1615,2:bad,2:bad,,0.993,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4
1616,2:bad,2:bad,,0.993,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4
1617,2:bad,2:bad,,1,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2
1618,2:bad,2:bad,,0.993,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4
1619,1:good,1:good,,0.951,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5
1620,2:bad,2:bad,,0.993,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4
1621,1:good,1:good,,0.974,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9
1622,1:good,1:good,,0.951,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5
1623,2:bad,2:bad,,0.993,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4
1624,1:good,2:bad,+,0.727,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4
1625,1:good,1:good,,0.951,6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4
1626,2:bad,2:bad,,1,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2
1627,2:bad,2:bad,,0.993,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4
1628,1:good,1:good,,0.974,5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5
1629,1:good,1:good,,0.974,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9
1630,2:bad,2:bad,,1,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9
1631,2:bad,2:bad,,1,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9
1632,1:good,1:good,,0.951,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2
1633,1:good,1:good,,0.951,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1
1634,2:bad,2:bad,,1,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9
1635,1:good,1:good,,0.951,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2
1636,1:good,1:good,,0.951,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13
1637,2:bad,2:bad,,0.727,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11
1638,2:bad,2:bad,,0.683,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8
1639,1:good,1:good,,0.951,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13
1640,2:bad,2:bad,,0.92,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3
1641,2:bad,2:bad,,0.993,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2
1642,2:bad,2:bad,,0.971,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9
1643,2:bad,2:bad,,0.683,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5
1644,1:good,1:good,,0.974,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5
1645,1:good,1:good,,0.974,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5
1646,2:bad,2:bad,,1,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2
1647,2:bad,2:bad,,0.683,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8
1648,2:bad,2:bad,,0.993,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4
1649,1:good,1:good,,1,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3
1650,1:good,1:good,,1,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2
1651,1:good,1:good,,0.75,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1
1652,2:bad,2:bad,,0.75,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9
1653,1:good,1:good,,0.974,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9
1654,1:good,1:good,,1,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2
1655,2:bad,2:bad,,1,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7
1656,2:bad,2:bad,,0.993,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10
1657,2:bad,2:bad,,0.993,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5
1658,2:bad,2:bad,,1,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9
1659,2:bad,2:bad,,0.933,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10
1660,2:bad,2:bad,,1,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9
1661,1:good,1:good,,1,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2
1662,1:good,1:good,,0.962,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12
1663,1:good,1:good,,0.951,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6
1664,1:good,1:good,,1,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2
1665,1:good,1:good,,0.962,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12
1666,1:good,1:good,,0.951,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7
1667,2:bad,2:bad,,0.882,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6
1668,1:good,1:good,,0.951,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7
1669,1:good,1:good,,0.962,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12
1670,1:good,1:good,,0.951,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4
1671,1:good,1:good,,0.951,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1
1672,2:bad,2:bad,,0.683,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7
1673,2:bad,2:bad,,0.875,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3
1674,2:bad,2:bad,,0.683,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7
1675,1:good,1:good,,1,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8
1676,2:bad,2:bad,,1,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9
1677,1:good,1:good,,0.951,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4
1678,1:good,1:good,,0.951,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8
1679,2:bad,2:bad,,1,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5
1680,2:bad,1:good,+,0.974,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5
1681,2:bad,2:bad,,0.882,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5
1682,1:good,1:good,,0.951,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4
1683,2:bad,2:bad,,0.993,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9
1684,1:good,1:good,,0.974,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12
1685,1:good,1:good,,0.974,6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7
1686,2:bad,2:bad,,0.971,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10
1687,2:bad,2:bad,,1,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3
1688,2:bad,2:bad,,0.993,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9
1689,2:bad,2:bad,,1,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1
1690,2:bad,2:bad,,1,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9
1691,1:good,1:good,,0.974,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9
1692,2:bad,2:bad,,0.993,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4
1693,1:good,1:good,,0.971,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8
1694,2:bad,2:bad,,0.993,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8
1695,2:bad,2:bad,,0.993,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3
1696,2:bad,2:bad,,0.993,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5
1697,2:bad,2:bad,,0.993,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4
1698,1:good,1:good,,0.974,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9
1699,2:bad,1:good,+,0.75,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3
1700,1:good,1:good,,0.951,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5
1701,2:bad,2:bad,,0.683,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7
1702,2:bad,2:bad,,1,7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8
1703,1:good,1:good,,0.951,6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13
1704,2:bad,2:bad,,1,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1
1705,1:good,1:good,,0.974,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9
1706,1:good,1:good,,1,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
1707,1:good,1:good,,1,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
1708,1:good,1:good,,0.974,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6
1709,1:good,1:good,,0.974,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9
1710,2:bad,2:bad,,1,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8
1711,2:bad,2:bad,,0.969,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4
1712,2:bad,2:bad,,1,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8
1713,2:bad,2:bad,,1,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1
1714,1:good,1:good,,1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8
1715,1:good,1:good,,1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8
1716,2:bad,2:bad,,0.944,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6
1717,2:bad,2:bad,,0.993,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3
1718,1:good,1:good,,1,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8
1719,1:good,1:good,,0.951,4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14
1720,2:bad,2:bad,,0.993,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9
1721,2:bad,2:bad,,1,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10
1722,2:bad,2:bad,,0.993,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9
1723,2:bad,2:bad,,0.993,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9
1724,1:good,1:good,,0.951,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4
